,Description,URL,Ability Cost
3269,"When Cait Sith enters the field, choose 1 Backup of cost 1 or less. Break it. Slots [S][P][Dull]: Remove the top card of your deck from the game. If it's a Forward, deal 7000 damage to all the active Forwards opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/cait-sith,"When Cait Sith enters the field, choose 1 Backup of cost 1 or less. Break it. Slots [S][P][Dull]"
3291,"When the Forward that took damage from Cid Highwind is put from the field into the Break Zone on the same turn, your opponent puts the top 2 cards of his/her deck into the Break Zone.Highwind [S][Dull]: Your opponent puts the top 2 cards of his/her deck into the Break Zone.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/cid-highwind-rare,"When the Forward that took damage from Cid Highwind is put from the field into the Break Zone on the same turn, your opponent puts the top 2 cards of his/her deck into the Break Zone.Highwind [S][Dull]"
3299,"The cost required to play Cloud onto the field is reduced by 1 for each [Category (VII)] Forward you control. Each time a Forward you control attacks, it gains +1000 power until the end of the turn. Climhazzard[S][R][1][Dull]: Choose 1 Forward. Deal it 8000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/cloud-starter,"The cost required to play Cloud onto the field is reduced by 1 for each [Category (VII)] Forward you control. Each time a Forward you control attacks, it gains +1000 power until the end of the turn. Climhazzard[S][R][1][Dull]"
3311,[I][I]: Deal 1000 damage to all the Forwards opponent controls.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/dark-knight-ingus,[I][I]
3317,"When Delita enters the field, choose 1 Character you control. Break it.Northswain's Strike [S][Y]: Choose 1 Forward blocking Delita. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/delita-rare,"When Delita enters the field, choose 1 Character you control. Break it.Northswain's Strike [S][Y]"
3349,[1]: Firion gains First Strike until the end of the turn. [1]: Firion gains Brave until the end of the turn.[2]: Choose 1 Forward. Deal it 1000 damage.[2]: Firion gains +1000 power until the end of the turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/firion-rare,[1]: Firion gains First Strike until the end of the turn. [1]: Firion gains Brave until the end of the turn.[2]: Choose 1 Forward. Deal it 1000 damage.[2]
3363,"BraveStrongest Sword [S][Dull]: Choose 1 Forward. Remove the top card of your deck from the game. If the removed card is a Forward, break it. If not, deal it 3000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/gilgamesh-common,BraveStrongest Sword [S][Dull]
3365,"Gilgamesh Morphing Time [S][P][P]: Until the end of the turn, Gilgamesh doubles its power and gains First Strike and Brave. Gilgamesh can attack twice this turn. You can use this ability only during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/gilgamesh-rare,Gilgamesh Morphing Time [S][P][P]
3367,Gilgamesh cannot be returned to its owner's hand by opponent's Summons or abilities. [P][P]: Gilgamesh gains +1000 power until the end of the turn. Divider [S][P][P]: Choose 1 Forward. Break it. You can only use this ability if you have received 4 points of damage or more.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/gilgamesh-starter,Gilgamesh cannot be returned to its owner's hand by opponent's Summons or abilities. [P][P]: Gilgamesh gains +1000 power until the end of the turn. Divider [S][P][P]
3387,"For each Forward opponent controls, Jecht gains +1000 power. Ultimate Jecht Shot [S][R][2][Dull]: Choose 1 Forward. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/jecht,"For each Forward opponent controls, Jecht gains +1000 power. Ultimate Jecht Shot [S][R][2][Dull]"
3393,"Brave[Dull], put Josef into the Break Zone: Choose 1 blocking Forward. It cannot be broken this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/josef,"Brave[Dull], put Josef into the Break Zone"
3401,Ronso Rage [S][Y][Y]: Choose 1 Forward opponent controls. Kimahri gains its Special Abillity until the end of the turn. You can only use this ability without paying any cost but only once.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/kimahri-hero,Ronso Rage [S][Y][Y]
3411,"When Laguna deals damage to your opponent, choose 1 dull Forward. You may deal it 7000 damage.Desperado [S][I][I]: Choose 1 dull Forward. Deal it 9000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/laguna,"When Laguna deals damage to your opponent, choose 1 dull Forward. You may deal it 7000 damage.Desperado [S][I][I]"
3429,"When Lightning enters the field, you may search for 1 [Card Name (Odin)] and add it to your hand. Army of One [S][P]: Until the end of the turn, Lightning gains Haste, First Strike, and ""When Lightning attacks, choose up to 1 Forward opponent controls. If it is possible, it must block Lightning this turn"".",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/lightning-legend,"When Lightning enters the field, you may search for 1 [Card Name (Odin)] and add it to your hand. Army of One [S][P]"
3435,"[Dull], put 1 Backup into the Break Zone: Choose 1 Forward. Deal it 5000 damage. Thundaga [S][P][Dull]: Choose 1 Forward. Deal it 10000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/lulu-hero,"[Dull], put 1 Backup into the Break Zone: Choose 1 Forward. Deal it 5000 damage. Thundaga [S][P][Dull]"
3463,"[G], discard 1 card from your hand: Choose 1 Forward. Deal it 2000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/ninja-refia,"[G], discard 1 card from your hand"
3475,"Haste[1][Dull], return Onion Knight to its owner's hand: You may play 1 [Card Name (Onion Knight)] from your hand onto the field. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/onion-knight,"Haste[1][Dull], return Onion Knight to its owner's hand"
3481,"When Orlandeau attacks, deal 3000 damage to all the Forwards opponent controls. [P][P]: Orlandeau gains Haste until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/orlandeau,"When Orlandeau attacks, deal 3000 damage to all the Forwards opponent controls. [P][P]"
3483,Celestial Stasis [S][I][I][I][Dull]: Dull Dull all the Forwards opponent controls.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/orran,Celestial Stasis [S][I][I][I][Dull]
3489,"When Prishe blocks, Prishe gains +4000 power until the end of the turn. [Y]: Prische gains Brave until the end of the turn.Auroral Uppercut [S][Y]: Double the power of Prishe until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/prishe,"When Prishe blocks, Prishe gains +4000 power until the end of the turn. [Y]: Prische gains Brave until the end of the turn.Auroral Uppercut [S][Y]"
3495,"For each Backup you control, Ramza gains +1000 power.Shout [S][P]: Unti lthe end of the turn, Ramza gains +2000 power, Haste and First Strike.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/ramza-rare,"For each Backup you control, Ramza gains +1000 power.Shout [S][P]"
3497,[R][1][Dull]: Choose 1 Forward of cost 3 or less. Deal it 2000 damage.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/ranger-refia,[R][1][Dull]
3509,"[P], put Ricard into the Break Zone: Choose 1 Forward. It cannot be broken this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/ricard,"[P], put Ricard into the Break Zone"
3511,[G][Dull]: Your opponent puts 1 card from the top of his/her deck into the Break Zone.Mug [S][G][Dull]: Your opponent puts the top 2 cards of his/her deck into the Break Zone. You draw 1 card.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/rikku-hero,[G][Dull]: Your opponent puts 1 card from the top of his/her deck into the Break Zone.Mug [S][G][Dull]
3549,"When Snow blocks, choose 1 Forward. Dull it. Vendetta [S][I]: Until the end of the turn, Snow gains +2000 power and First Strike. You can only use this ability while Snow is blocking.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/snow-starter,"When Snow blocks, choose 1 Forward. Dull it. Vendetta [S][I]"
3551,"When Squall blocks or is blocked, chose 1 Forward. You may deal it 6000 damage. Renzokuken [S][I]: Squall gains First Strike until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/squall-legend,"When Squall blocks or is blocked, chose 1 Forward. You may deal it 6000 damage. Renzokuken [S][I]"
3561,"[I], put Summoner into the Break Zone: Choose 1 Summon. Cancel its effect.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/summoner-ingus,"[I], put Summoner into the Break Zone"
3569,"[X][Dull], put Tama into the Break Zone: Play 1 Character Card of cost X or less from your hand onto the field.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/tama,"[X][Dull], put Tama into the Break Zone"
3571,"The cost required for your opponent to cast Summons increases by 1. Terra cannot be chosen by opponent's Summons.Trance [S][I][I]: Until end of turn, Terra gains +3000 power and First Strike.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/terra-hero,The cost required for your opponent to cast Summons increases by 1. Terra cannot be chosen by opponent's Summons.Trance [S][I][I]
3573,"When Terra enters the field, choose up to 2 dull Forwards opponent controls. Deal them 4000 damage.[I]: Choose 1 dull Forward. Deal it 1000 damage.Magic Charge [S]: Terra gains ""If Terra deals damage to a Forward, double the damage"" until end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/terra-rare,"When Terra enters the field, choose up to 2 dull Forwards opponent controls. Deal them 4000 damage.[I]: Choose 1 dull Forward. Deal it 1000 damage.Magic Charge [S]"
3581,"For each Forward other than Tidus you control, Tidus gains +1000 power.Blitz Ace [S] [U][U]: Until the end of the turn Tidus gains Brave. Tidus can attack as many times as your points of damage this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/tidus-legend,"For each Forward other than Tidus you control, Tidus gains +1000 power.Blitz Ace [S] [U][U]"
3589,Waterkick [S}[R]: Choose 1 Forward. Dull It and deal it 6000 damage.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/tifa-starter,Waterkick [S}[R]
3595,All the Forwards other than Ultimecia enter the field dull. Time Compression [S][U][U][U]: Freeze all the Forwards other than Ultimecia.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/ultimecia,All the Forwards other than Ultimecia enter the field dull. Time Compression [S][U][U][U]
3609,"When Vincent attacks, Vincent gains First Strike until end of turn. Berserk Dance [S][Dull]: Choose 1 Forward. Deal it 6000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/vincent,"When Vincent attacks, Vincent gains First Strike until end of turn. Berserk Dance [S][Dull]"
3615,"When Wakka attacks, choose 1 Forward you control. Until the end of the turn, it gains +1000 powre for each Forward you control. Status Reels [S][I]: Choose 1 Forward. Until the end of the turn, it loses all its abilities and its power becomes 1000.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/wakka-starter,"When Wakka attacks, choose 1 Forward you control. Until the end of the turn, it gains +1000 powre for each Forward you control. Status Reels [S][I]"
3625,[G]: Choose 1 Forward. Deal it 1000 damage.[Dull]: Choose 1 Forward. Deal it 2000 damage.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/yshtola,[G]: Choose 1 Forward. Deal it 1000 damage.[Dull]
3631,Yuffie cannot be blocked by a Forward of cost 4 or more. Bloodfest [S][Dull]: Choose up to 3 Forwards. Divide 6000 damage among them as you like. (Unit must be 1000.),https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/yuffie-rare,Yuffie cannot be blocked by a Forward of cost 4 or more. Bloodfest [S][Dull]
3651,Judgement Blade [S][Dull]: Choose 1 Forward of cost 3 or less opponent controls. Break it.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/agrias,Judgement Blade [S][Dull]
3655,"When Amon enters the field, choose 1 Forward opponent controls. Dull it.  [Dull]: Choose 1 Forward. Dull it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/amon,"When Amon enters the field, choose 1 Forward opponent controls. Dull it.  [Dull]"
3661,"When Ashe is chosen by a Summon or an ability of your opponent, Ashe gains +3000 power until the end of the turn.  [U][U]: Activate Ashe. Heaven's Wrath [S][U][U]: Ashe gains +2000 power and First Strike until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/ashe,"When Ashe is chosen by a Summon or an ability of your opponent, Ashe gains +3000 power until the end of the turn.  [U][U]: Activate Ashe. Heaven's Wrath [S][U][U]"
3665,"Select 1 of the 3 following actions: - ""Choose up to 2 Forwards. Activate them."" - ""Choose up to 5 Backups. Activate them."" - ""Choose 1 Character card of cost 2 or less in your Break Zone. Add it to your hand.""",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/asura,Select 1 of the 3 following actions
3669,"Whenever any of your Backups enters the field, activate Balthier. [Dull]: Choose 1 Forward. Deal it 2000 damage. Fires of War [S][G]: Balthier cannot be chosen by a Summon or an ability this turn and gains First Strike until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/balthier-legend,"Whenever any of your Backups enters the field, activate Balthier. [Dull]: Choose 1 Forward. Deal it 2000 damage. Fires of War [S][G]"
3673,Malestrom [S][G][G][Dull]: Deal each Forward opponent control damage equal to its power minus 1000.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/barbariccia,Malestrom [S][G][G][Dull]
3677,"If you control [Card Name [Ashe)], Basch gains +2000 power.Flame Purge [S][R][R][R][2][Dull]: Choose up to 2 Forwards, Deal them 9000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/basch,"If you control [Card Name [Ashe)], Basch gains +2000 power.Flame Purge [S][R][R][R][2][Dull]"
3683,Put Black Mage into the Break Zone: No Forward of cost 3 or less can attack this turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/black-mage-2-033c,Put Black Mage into the Break Zone
3737,[Dull]: Choose 1 [Card Name (Balthier)]. It gains +1000 power until the end of the turn. [G][Dull]: Choose 1 [Card Name (Balthier)]. It gains Haste until the end of the turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/fran,[Dull]: Choose 1 [Card Name (Balthier)]. It gains +1000 power until the end of the turn. [G][Dull]
3751,"[P][P][Dull]: Choose 1 active Forward opponent controls. Until the end of the turn, it loses 1000 power for each [Job (Moogle)] you control.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/gurdy,[P][P][Dull]
3783,The Forwards you control don't receive damage that is less than their power.  [U][Dull]: Choose 1 blocking Forward. It gains +2000 power until the end of the turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/larsa,The Forwards you control don't receive damage that is less than their power.  [U][Dull]
3785,"Brave [Dull], put 1 [Card Name (Ormi)] or 1 (Card Name [Logos)] into the Break Zone: Leblanc cannot be broken this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/leblanc,"Brave [Dull], put 1 [Card Name (Ormi)] or 1 (Card Name [Logos)] into the Break Zone"
3795,"[Y][Y][2][Dull], put Machinist into the Break Zone: Choose 1 dull Forward of cost 4 or less. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/machinist,"[Y][Y][2][Dull], put Machinist into the Break Zone"
3815,[P][P]: Break Ninja as well as the Forward that blocks or is blocked by Ninja.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/ninja-male-unit,[P][P]
3823,"When Palom enters your field other than from your hand, choose 1 Forward. You may deal it 7000 damage. Comet [S][Dull], Dull 1 active [Card Name [Porom)]: Deal your opponent 1 point of damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/palom-hero,"When Palom enters your field other than from your hand, choose 1 Forward. You may deal it 7000 damage. Comet [S][Dull], Dull 1 active [Card Name [Porom)]"
3831,"When Porom enters your field other than from your hand, choose 1 Forward of cost 5 or less. You may return it to its owner's hand. Pyroblast [S][Dull], dull 1 active [Card Name (Palom)]): Choose 1 Forward. Deal it 8000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/porom-hero,"When Porom enters your field other than from your hand, choose 1 Forward of cost 5 or less. You may return it to its owner's hand. Pyroblast [S][Dull], dull 1 active [Card Name (Palom)])"
3833,"When Porom or the [Card Name (Palom)] you control is chosen by a Summon or an ability of your opponent, you may return it to its owner's hand.  [U][U][Dull], put Porom into the Break Zone: Search for 1 [Card Name (Porom)] and play it onto the field.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/porom-rare,"When Porom or the [Card Name (Palom)] you control is chosen by a Summon or an ability of your opponent, you may return it to its owner's hand.  [U][U][Dull], put Porom into the Break Zone"
3845,Reeve cannot be chosen by your opponent's Summons or abilities. Inspire [S][Dull): Search for 1 [Card Name (Cait Sith)] and add it to your hand.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/reeve,Reeve cannot be chosen by your opponent's Summons or abilities. Inspire [S][Dull)
3851,"For each [Category (VIII)] Forward other than Rinoa you control, Rinoa gains +1000 power. When Rinoa is put from the field into the Break Zone, dull all the Forwards opponent controls. Wishing Star [S][I][Dull]: Choose 1 Forward and 1 Backup. Dull them and Freeze them.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/rinoa-legend,"For each [Category (VIII)] Forward other than Rinoa you control, Rinoa gains +1000 power. When Rinoa is put from the field into the Break Zone, dull all the Forwards opponent controls. Wishing Star [S][I][Dull]"
3855,The [Card Name (Cecil)] you control gains +1000 power. [Dull]: Choose 1 Forward. Reduce the next damage dealt to it this turn by 1000.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/rosa-common,The [Card Name (Cecil)] you control gains +1000 power. [Dull]
3857,"When a Forward you control is chosen by your opponent's Summon, you may draw 1 card.  Protect [S][Dull]: All the Forwards you control don't receive damage that is less than their power this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/rosa-rare,"When a Forward you control is chosen by your opponent's Summon, you may draw 1 card.  Protect [S][Dull]"
3861,"When Rubicante attacks, activate all the Forwards opponent controls. Barrier Shift [S][R]: Name 1 Element. Rubicante cannot be chosen by Summons or abilities of the named Element this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/rubicante,"When Rubicante attacks, activate all the Forwards opponent controls. Barrier Shift [S][R]"
3863,You may use Rydia's special ability by discarding an Earth Summon instead of discarding a [Card Name (Rydia)] as part of the cost.Gaia's Hammer [S][Y][Y][Y][Dull]: Deal 7000 damage to Forwards of all Elements except Earth.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/rydia,You may use Rydia's special ability by discarding an Earth Summon instead of discarding a [Card Name (Rydia)] as part of the cost.Gaia's Hammer [S][Y][Y][Y][Dull]
3877,"If you control [Card Name (Edea)], Seifer gains +3000 power and Haste. No Mercy [S][P][P][P]: Break all the Forwards of cost 2 or less.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/seifer-rare,"If you control [Card Name (Edea)], Seifer gains +3000 power and Haste. No Mercy [S][P][P][P]"
3885,The [Card Name [Shelke)] you control gains +2000 power.  [Dull]: Put Shalua into the Break Zone: The next damage dealt to [Card Name (Shelke)] becomes 0 this turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/shalua,The [Card Name [Shelke)] you control gains +2000 power.  [Dull]: Put Shalua into the Break Zone
3903,"When Tifa attacks, choose 1 Forward. It cannot block this turn. Dolphins Blow [S][R][R][R]: Forwards of cost 3 or less cannot block this turn/",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/tifa,"When Tifa attacks, choose 1 Forward. It cannot block this turn. Dolphins Blow [S][R][R][R]"
3909,"When Vaan attacks, choose 1 Forward you control. You may return 1 Backup of cost 2 or less you control to its owner's hand. If you do so, activate the Forward. White Whorl [S][G]: Activate all the Wind characters you control.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/vaan-legend,"When Vaan attacks, choose 1 Forward you control. You may return 1 Backup of cost 2 or less you control to its owner's hand. If you do so, activate the Forward. White Whorl [S][G]"
3913,"Your opponent's Forwards of cost 5 or more do not activate during your opponent's Active Phase. When Vayne enters the field, dull all Forwards of cost 5 or more opponent controls.  Force of Will [S][I][I]: Freeze all Forwards opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/vayne,"Your opponent's Forwards of cost 5 or more do not activate during your opponent's Active Phase. When Vayne enters the field, dull all Forwards of cost 5 or more opponent controls.  Force of Will [S][I][I]"
3917,Vincent cannot be broken by opposing Summons or abilities that don't deal damage.Death Penalty [S][5]: Choose as many Forwards as you want with a total cost of 7 or less. Break them.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/vincent-legend,Vincent cannot be broken by opposing Summons or abilities that don't deal damage.Death Penalty [S][5]
3927,Reduce the damage dealt to the [Job (Warrior of Light]) you control by 2000.  Bitter End [S][1][Dull]: Choose 1 Forward. Deal it damage equal to Warrior of Light's power.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/warrior-of-light,Reduce the damage dealt to the [Job (Warrior of Light]) you control by 2000.  Bitter End [S][1][Dull]
3937,"When Yuna attacks, all Characters other than Light and Dark opponent controls lose all their abilities until the end of the turn.  Spherechange [S]: Name 1 Element and 1 Job. Yuna becomes the named Element and Job until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-ii/yuna,"When Yuna attacks, all Characters other than Light and Dark opponent controls lose all their abilities until the end of the turn.  Spherechange [S]"
