Card Material,Card Type,Category,Cost,Description,Element,Job,Median,Name,Number,Power,Rarity,TCG,URL,set
Foil,Backup,XIV,2,"[Dull], put Dragoon into the Break Zone: Choose 1 Job Dragoon or Card Name Dragoon in your Break Zone. Add it to your hand.",Lightning,Standard Unit,0.70,Dragoon (XIV),12-090C,,Common,0.96,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/dragoon-xiv,Opus XII
Normal,Forward,FFL,3,"When Dusk enters the field, you may pay [U]. When you do so, play 1 Forward of cost 3 or less from your hand onto the field.
Blessing [S][U]: Choose 1 Forward of cost 3 or less other than Dusk. It gains +5000 power until the end of the turn. Draw 1 card.",Water,Warrior of Light,0.25,Dusk,12-101R,7000,Rare,0.35,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/dusk,Opus XII
Foil,Forward,FFL,3,"When Dusk enters the field, you may pay [U]. When you do so, play 1 Forward of cost 3 or less from your hand onto the field.
Blessing [S][U]: Choose 1 Forward of cost 3 or less other than Dusk. It gains +5000 power until the end of the turn. Draw 1 card.",Water,Warrior of Light,0.89,Dusk,12-101R,7000,Rare,1.08,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/dusk,Opus XII
Normal,Backup,FFL,4,"When Eduardo enters the field, dull all the Characters opponent controls.
Dire Dirge [S][I][I][I][I][I]: Break all the dull Backups.",Ice,Bard,0.50,Eduardo,12-023H,,Hero,0.59,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/eduardo,Opus XII
Foil,Backup,FFL,4,"When Eduardo enters the field, dull all the Characters opponent controls.
Dire Dirge [S][I][I][I][I][I]: Break all the dull Backups.",Ice,Bard,0.98,Eduardo,12-023H,,Hero,0.83,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/eduardo,Opus XII
Normal,Forward,XIV,4,"When Emet-Selch is chosen by your opponent's Summons or abilities, remove Emet-Selch from the game. If you do so, play Emet-Selch onto the field at the end of the turn. 
Damage 5 – When Emet-Selch enters the field, you may pay [I]. When you do so, select 1 of the 2 following actions. ""Choose 1 dull Forward. Break it."" 
""Choose 1 Forward of cost 2 or less in your Break Zone. Play it onto the field."" ",Ice,Ascian,0.50,Emet-Selch,12-024H,9000,Hero,0.55,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/emet-selch,Opus XII
Foil,Forward,XIV,4,"When Emet-Selch is chosen by your opponent's Summons or abilities, remove Emet-Selch from the game. If you do so, play Emet-Selch onto the field at the end of the turn. 
Damage 5 – When Emet-Selch enters the field, you may pay [I]. When you do so, select 1 of the 2 following actions. ""Choose 1 dull Forward. Break it."" 
""Choose 1 Forward of cost 2 or less in your Break Zone. Play it onto the field."" ",Ice,Ascian,0.89,Emet-Selch,12-024H,9000,Hero,1.36,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/emet-selch,Opus XII
Normal,Forward,V Theatrhythm,3,"When Enkidu enters the field or attacks, deal 1000 damage to all the Forwards opponent controls.
Hurricane S: Choose 1 Forward. Deal it damage equal to its power minus 1000.",Wind,Warrior,0.48,Enkidu,12-040H,7000,Hero,0.47,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/enkidu,Opus XII
Foil,Forward,V Theatrhythm,3,"When Enkidu enters the field or attacks, deal 1000 damage to all the Forwards opponent controls.
Hurricane S: Choose 1 Forward. Deal it damage equal to its power minus 1000.",Wind,Warrior,2.00,Enkidu,12-040H,7000,Hero,2.44,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/enkidu,Opus XII
Normal,Forward,XI,4,"[Dull], return Esha'ntarl to its owner's hand: Play 1 Forward of cost 7 or less other than Card Name Esha'ntarl from your hand onto the field. You can only use this ability during your turn.",Ice,Member of the Armathrwn Society,0.50,Esha'ntarl,12-022H,8000,Hero,0.51,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/eshantarl,Opus XII
Foil,Forward,XI,4,"[Dull], return Esha'ntarl to its owner's hand: Play 1 Forward of cost 7 or less other than Card Name Esha'ntarl from your hand onto the field. You can only use this ability during your turn.",Ice,Member of the Armathrwn Society,2.06,Esha'ntarl,12-022H,8000,Hero,2.32,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/eshantarl,Opus XII
Normal,Forward,XI,4,"[Dull], return Esha'ntarl to its owner's hand: Play 1 Forward of cost 7 or less other than Card Name Esha'ntarl from your hand onto the field. You can only use this ability during your turn.",Ice,Member of the Armathrwn Society,N/A,Esha'ntarl (Full Art),12-022H,8000,Hero,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/eshantarl-full-art,Opus XII
Foil,Forward,XI,4,"[Dull], return Esha'ntarl to its owner's hand: Play 1 Forward of cost 7 or less other than Card Name Esha'ntarl from your hand onto the field. You can only use this ability during your turn.",Ice,Member of the Armathrwn Society,21.00,Esha'ntarl (Full Art),12-022H,8000,Hero,23.09,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/eshantarl-full-art,Opus XII
Normal,Backup,V Theatrhythm,4,"When Exdeath enters the field, remove any number of Forwards in your Break Zone, each of a different cost, from the game. When you do so, choose 1 Forward of cost equal to or less than the number of cards you removed. Break it.",Lightning,Wizard,0.24,Exdeath,12-076R,,Rare,0.19,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/exdeath,Opus XII
Foil,Backup,V Theatrhythm,4,"When Exdeath enters the field, remove any number of Forwards in your Break Zone, each of a different cost, from the game. When you do so, choose 1 Forward of cost equal to or less than the number of cards you removed. Break it.",Lightning,Wizard,0.50,Exdeath,12-076R,,Rare,0.29,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/exdeath,Opus XII
Normal,Forward,V,4,"When Faris or a Job Warrior of Light Forward enters your field, select 1 of the 2 following actions.
""Choose 1 Forward. Deal it 2000 damage for each Job Warrior of Light Forward you control.""
""During this turn, the cost required to cast your next Job Warrior of Light is reduced by 2 (it cannot become 0).""",Fire;Water,Warrior of Light,5.00,Faris,12-128L,8000,Legend,4.02,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/faris,Opus XII
Foil,Forward,V,4,"When Faris or a Job Warrior of Light Forward enters your field, select 1 of the 2 following actions.
""Choose 1 Forward. Deal it 2000 damage for each Job Warrior of Light Forward you control.""
""During this turn, the cost required to cast your next Job Warrior of Light is reduced by 2 (it cannot become 0).""",Fire;Water,Warrior of Light,10.00,Faris,12-128L,8000,Legend,12.03,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/faris,Opus XII
Normal,Summon,FFEX,5,"Select up to 2 of the 4 following actions.
""Choose 1 Light Forward or Dark Forward. Break it.""
""Choose 1 Backup of cost 4 or more. Break it.""
""Choose 1 Monster. Break it.""
""Choose 1 Earth Forward of cost 2 on your Break Zone. Play it into the field [Dull].""",Earth,,0.50,Fenrir,12-068H,,Hero,0.43,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/fenrir,Opus XII
Foil,Summon,FFEX,5,"Select up to 2 of the 4 following actions.
""Choose 1 Light Forward or Dark Forward. Break it.""
""Choose 1 Backup of cost 4 or more. Break it.""
""Choose 1 Monster. Break it.""
""Choose 1 Earth Forward of cost 2 on your Break Zone. Play it into the field [Dull].""",Earth,,2.10,Fenrir,12-068H,,Hero,2.19,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/fenrir,Opus XII
Normal,Summon,FFEX,5,"Select up to 2 of the 4 following actions.
""Choose 1 Light Forward or Dark Forward. Break it.""
""Choose 1 Backup of cost 4 or more. Break it.""
""Choose 1 Monster. Break it.""
""Choose 1 Earth Forward of cost 2 on your Break Zone. Play it into the field [Dull].""",Earth,,N/A,Fenrir (Full Art),12-068H,,Hero,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/fenrir-full-art,Opus XII
Foil,Summon,FFEX,5,"Select up to 2 of the 4 following actions.
""Choose 1 Light Forward or Dark Forward. Break it.""
""Choose 1 Backup of cost 4 or more. Break it.""
""Choose 1 Monster. Break it.""
""Choose 1 Earth Forward of cost 2 on your Break Zone. Play it into the field [Dull].""",Earth,,24.48,Fenrir (Full Art),12-068H,,Hero,30.62,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/fenrir-full-art,Opus XII
Normal,Backup,II DFF,2,[Dull]: Choose 1 Forward. Deal it 4000 damage. You can only use this ability while a party you control is attacking.,Lightning,Rebel,0.25,Firion,12-085R,,Rare,0.33,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/firion,Opus XII
Foil,Backup,II DFF,2,[Dull]: Choose 1 Forward. Deal it 4000 damage. You can only use this ability while a party you control is attacking.,Lightning,Rebel,1.00,Firion,12-085R,,Rare,1.00,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/firion,Opus XII
Normal,Forward,V,3,"You cannot cast Forza.
When Forza enters the field, choose 1 Forward opponent controls. Deal it 7000 damage.",Fire,Fighter,0.50,Forza,12-015H,9000,Hero,0.51,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/forza,Opus XII
Foil,Forward,V,3,"You cannot cast Forza.
When Forza enters the field, choose 1 Forward opponent controls. Deal it 7000 damage.",Fire,Fighter,1.25,Forza,12-015H,9000,Hero,0.98,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/forza,Opus XII
Normal,Forward,IX DFF,2,"When Freya enters the field, select 1 of the 2 following actions.
""Draw 1 card, then discard 1 card from your hand.""
""Choose 1 active Forward. Deal it 4000 damage.""
",Lightning;Water,Dragoon,0.20,Freya,12-125C,7000,Common,0.16,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/freya,Opus XII
Foil,Forward,IX DFF,2,"When Freya enters the field, select 1 of the 2 following actions.
""Draw 1 card, then discard 1 card from your hand.""
""Choose 1 active Forward. Deal it 4000 damage.""
",Lightning;Water,Dragoon,0.77,Freya,12-125C,7000,Common,0.82,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/freya,Opus XII
Normal,Forward,V,3,"During each Attack Phase, Galuf cannot be broken.
Damage 3 – When Galuf is put from the field into the Break Zone, you may search for 1 Earth Forward of cost 2 or less and play it onto the field.
Unfaltering Volition  [S]: Activate Galuf. Until the end of the turn, Galuf gains +10000 power and ""Galuf can attack once more this turn."" You can only use this ability if Galuf has received damage this turn. ",Earth,Dawn Warrior,0.65,Galuf,12-056H,7000,Hero,0.75,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/galuf,Opus XII
Foil,Forward,V,3,"During each Attack Phase, Galuf cannot be broken.
Damage 3 – When Galuf is put from the field into the Break Zone, you may search for 1 Earth Forward of cost 2 or less and play it onto the field.
Unfaltering Volition  [S]: Activate Galuf. Until the end of the turn, Galuf gains +10000 power and ""Galuf can attack once more this turn."" You can only use this ability if Galuf has received damage this turn. ",Earth,Dawn Warrior,1.00,Galuf,12-056H,7000,Hero,1.46,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/galuf,Opus XII
Normal,Forward,FFL,4,"When Gawain enters the field, you may search for up to 1 Fire Job Knight other than Card Name Gawain and up to 1 Water Job Knight other than Card Name Gawain and add them to your hand.",Fire;Water,Knight,0.25,Gawain,12-126R,500,Rare,0.30,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/gawain,Opus XII
Foil,Forward,FFL,4,"When Gawain enters the field, you may search for up to 1 Fire Job Knight other than Card Name Gawain and up to 1 Water Job Knight other than Card Name Gawain and add them to your hand.",Fire;Water,Knight,0.75,Gawain,12-126R,500,Rare,0.81,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/gawain,Opus XII
Normal,Forward,V Mobius,5,"Put Gilgamesh into the Break Zone: Choose 1 Forward. Break it.
[Dull]: Search for 1 Card Name Enkidu and play it onto the field dull.
[P][P][P][2]: Choose 1 damaged Forward. Break it.",Lightning,Praetorian,5.99,Gilgamesh,12-078L,9000,Legend,6.04,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/gilgamesh,Opus XII
Foil,Forward,V Mobius,5,"Put Gilgamesh into the Break Zone: Choose 1 Forward. Break it.
[Dull]: Search for 1 Card Name Enkidu and play it onto the field dull.
[P][P][P][2]: Choose 1 damaged Forward. Break it.",Lightning,Praetorian,9.91,Gilgamesh,12-078L,9000,Legend,13.18,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/gilgamesh,Opus XII
Normal,Forward,X,3,"The Forwards forming a party you control gain Brave.
When a party you control attacks, all Forwards in that party gain +5000 power until the end of the turn.",Earth,Faction Leader,0.11,Gippal,12-058C,7000,Common,0.14,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/gippal,Opus XII
Foil,Forward,X,3,"The Forwards forming a party you control gain Brave.
When a party you control attacks, all Forwards in that party gain +5000 power until the end of the turn.",Earth,Faction Leader,0.75,Gippal,12-058C,7000,Common,0.90,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/gippal,Opus XII
Normal,Forward,FFL,4,"Brave
The Category FFL Forwards other than Glaive you control gain +1000 power and Brave.
Damage 3 — Glaive gains +1000 power.",Earth,Warrior of Darkness,0.25,Glaive,12-062R,8000,Rare,0.25,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/glaive,Opus XII
Foil,Forward,FFL,4,"Brave
The Category FFL Forwards other than Glaive you control gain +1000 power and Brave.
Damage 3 — Glaive gains +1000 power.",Earth,Warrior of Darkness,0.50,Glaive,12-062R,8000,Rare,0.79,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/glaive,Opus XII
Normal,Backup,FFL,3,"You can only pay with CP produced by Earth Backups to play Graham from your hand onto the field.
When Graham enters the field, choose 1 Forward opponent controls. Deal it 9000 damage.",Earth,Dark Knight,0.25,Graham,12-060R,,Rare,0.38,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/graham,Opus XII
Foil,Backup,FFL,3,"You can only pay with CP produced by Earth Backups to play Graham from your hand onto the field.
When Graham enters the field, choose 1 Forward opponent controls. Deal it 9000 damage.",Earth,Dark Knight,0.50,Graham,12-060R,,Rare,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/graham,Opus XII
Normal,Forward,XIV,4,"When Gunbreaker forms a party and attacks, your opponent discards 1 card from their hand.",Ice,Standard Unit,0.10,Gunbreaker,12-027C,8000,Common,0.10,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/gunbreaker,Opus XII
Foil,Forward,XIV,4,"When Gunbreaker forms a party and attacks, your opponent discards 1 card from their hand.",Ice,Standard Unit,0.75,Gunbreaker,12-027C,8000,Common,0.75,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/gunbreaker,Opus XII
Normal,Summon,FFEX,5,EX BURST Choose 1 Forward. Deal it 9000 damage.,Fire,,0.11,Ifrit EX,12-005C,,Common,0.11,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/ifrit-ex,Opus XII
Foil,Summon,FFEX,5,EX BURST Choose 1 Forward. Deal it 9000 damage.,Fire,,0.54,Ifrit EX,12-005C,,Common,0.61,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/ifrit-ex,Opus XII
Normal,Forward,XV,4,"When Iris enters the field, choose up to 2 Wind Backups you control and up to 2 Earth Backups you control. Activate them.
[G][Y]: Select 1 of the 2 following actions.
""Iris gains +2000 power until the end of the turn.""
""Iris gains 'Iris cannot be blocked by a Forward of power 9000 or more' until the end of the turn.""",Earth;Wind,Lucian Subject,0.25,Iris,12-117R,8000,Rare,0.34,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/iris,Opus XII
Foil,Forward,XV,4,"When Iris enters the field, choose up to 2 Wind Backups you control and up to 2 Earth Backups you control. Activate them.
[G][Y]: Select 1 of the 2 following actions.
""Iris gains +2000 power until the end of the turn.""
""Iris gains 'Iris cannot be blocked by a Forward of power 9000 or more' until the end of the turn.""",Earth;Wind,Lucian Subject,1.40,Iris,12-117R,8000,Rare,1.44,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/iris,Opus XII
Normal,Forward,FFCC,6,"When Jegran enters the field, you may search for 1 Job Princess of cost 3 or less and play it onto the field.
",Lightning,Knight,0.25,Jegran,12-081R,8000,Rare,0.22,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/jegran,Opus XII
Foil,Forward,FFCC,6,"When Jegran enters the field, you may search for 1 Job Princess of cost 3 or less and play it onto the field.
",Lightning,Knight,1.17,Jegran,12-081R,8000,Rare,1.22,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/jegran,Opus XII
Normal,Backup,FFCC,2,"When Keiss enters the field, look at the top card of your deck and your opponent's deck. Put them on the top or bottom of the respective decks.
[Dull]: Choose 1 Card Name Layle. It gains +2000 power until the end of the turn.
",Water,Partner,0.25,Keiss,12-095R,,Rare,0.27,https://shop.tcgplayer.com/final-fantasy-tcg/opus-xii/keiss,Opus XII
